name,description,url,type,usage_count
Xero MCP Server,A Model Context Protocol server that can connect LLM to your Xero account,https://smithery.ai/server/@john-zhang-dev/xero-mcp,Local,
Echo,Enhance your applications with real-time data interaction capabilities. Seamlessly integrate and manipulate external resources and tools to enrich user experiences. Empower your agents to respond dynamically with contextual information and actions.,https://smithery.ai/server/@Erik-Kim/mcp-echo,Local,
Perplexity MCP Server,Request chat completions with citations from Perplexity. Enhance your applications with powerful conversational capabilities by integrating the Perplexity API seamlessly. Experience efficient and informative interactions with minimal setup.,https://smithery.ai/server/@xiyuefox/mcp-server-perplexity,Remote,
MCP Finder,Discover and connect to Model Context Protocol servers effortlessly. Streamline your integration with various MCP servers to enhance your applications. Start finding the right MCP server for your needs today!,https://smithery.ai/server/@bbangjooo/mcp-finder-mcp-server,Remote,
Xero MCP Server,A Model Context Protocol server that can connect LLM to your Xero account,https://smithery.ai/server/@john-zhang-dev/xero-mcp,Local,
Logaflow,Enhance your applications with real-time logging and monitoring capabilities. Streamline your data flow and gain insights effortlessly with our powerful tools. Integrate seamlessly and elevate your development experience.,https://smithery.ai/server/@antunesgabriel/logaflow-mcp-server,Remote,
Autumn MCP Server,"Access the Autumn pricing API effortlessly to manage your customers. Create, retrieve, and manage customer entitlements and invoices, all through a simple interface. Generate billing portal links to enhance customer experience and streamline billing processes.",https://smithery.ai/server/@SirTenzin/autumn-mcp-server,Remote,
Brian Knows,Enhance your applications with intelligent context-aware capabilities. Leverage real-world data and tools seamlessly to create more interactive and responsive user experiences.,https://smithery.ai/server/@antoncoding/mcp-brianknows,Remote,
GitHub API MCP Server,"Manage your GitHub repositories effortlessly. Create, update, and search for files, issues, and pull requests with ease, all while preserving your Git history. Streamline your development workflow by automating repository management tasks.",https://smithery.ai/server/@thiagoainvestor/servers,Local,
Weather Server,Fetch real-time weather alerts and forecasts to enhance your LLM's environmental awareness. Connect seamlessly with Claude for Desktop to access up-to-date weather information for any US location. Stay informed with alerts and forecasts at your fingertips.,https://smithery.ai/server/@aitiwari/weather,Local,
Linear Integration Server,"Streamline your issue tracking with seamless integration to Linear. Create, update, and manage issues effortlessly while leveraging advanced search capabilities to enhance your workflow.",https://smithery.ai/server/@packetnomad/linear-mcp,Remote,
Farcaster MCP Server,Interact with the Farcaster Network to fetch and use casts.,https://smithery.ai/server/@manimohans/farcaster-mcp,Remote,
DuckDuckGo Search API,"Leverage DuckDuckGo's search capabilities to find text, images, news, and videos. Engage with AI chat for insightful conversations and receive summarized search results effortlessly.",https://smithery.ai/server/@ddkang1/ddg-mcp,Remote,
Jira Insights,"Manage your Jira Insights asset schemas effortlessly. Create, read, update, and delete object schemas and types, while querying objects using AQL for powerful insights. Streamline your Jira management with this comprehensive MCP server.",https://smithery.ai/server/@aaronsb/jira-insights-mcp,Remote,
Apple Tools,"Integrate seamlessly with Apple applications to manage messages, notes, emails, and more. Enhance your productivity by automating tasks across your Apple ecosystem with simple commands. Experience a streamlined workflow that connects your digital life effortlessly.",https://smithery.ai/server/@jxnl/apple-mcp,Local,
DiffuGen,"**REQUIRES A LOCAL STABLE-DIFFUSION.CPP INSTALL AND MODELS!**

Seamlessly generate AI images directly within your development workflow. Integrate with MCP-compatible IDEs for frictionless creative development and leverage multiple Stable Diffusion models for high-quality image generation with precise control over parameters.",https://smithery.ai/server/@CLOUDWERX-DEV/DiffuGen,Local,
Slack User MCP Server,Enable interaction with Slack workspaces as a user.,https://smithery.ai/server/@lars-hagen/slack-user-mcp,Remote,
Hevy Fitness API MCP Server,"Access and manage your workout data seamlessly. Integrate with the Hevy fitness tracking app to create, update, and organize workouts and routines effortlessly.",https://smithery.ai/server/@chrisdoc/hevy-mcp,Remote,
IP Geolocation Server,Retrieve detailed information about an IP address to determine user location and network details. Enhance your applications with geolocation capabilities using this simple and effective server. Get started quickly by integrating with the IPInfo API.,https://smithery.ai/server/@briandconnelly/mcp-server-ipinfo,Remote,
Keycloak,Manage users and realms in Keycloak.,https://smithery.ai/server/keycloak-model-context-protocol,Remote,
Solana Client,"Connect to the Solana blockchain and access its data seamlessly. Retrieve account balances, transaction details, and blockchain information with ease. Enhance your applications by integrating real-time Solana data and functionalities.",https://smithery.ai/server/@tywenk/mcp-solana,Remote,
Cloudinary Server,Upload images and videos to Cloudinary.,https://smithery.ai/server/@felores/cloudinary-mcp-server,Remote,
Replicate FLUX Image Generator,Generate images using advanced AI models and store them securely in the cloud. Easily create custom prompts and retrieve accessible image URLs for your projects.,https://smithery.ai/server/@andylee20014/mcp-replicate-flux,Remote,
Think Tool Server,Enhance Claude's reasoning capabilities by providing a structured thinking space for complex problem-solving. Utilize thought history and analysis to improve performance in tasks requiring detailed reasoning. Start fresh with the clean slate option to clear past thoughts and focus on new challenges.,https://smithery.ai/server/@ddkang1/mcp-think-tool,Remote,
MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@zick987/mcp,Local,
Apache Doris MCP Server,Connect to [Apache Doris](https://doris.apache.org/) seamlessly and leverage its powerful data processing capabilities. Simplify your data interactions and enhance your applications with a robust MCP server tailored for Doris. Experience efficient data management and querying with minimal setup.,https://smithery.ai/server/@morningman/mcp-doris,Remote,
chinarailway MCP 服务端,chinarailway MCP 服务端,https://smithery.ai/server/@other-blowsnow/mcp-server-chinarailway,Remote,
Test MCP Service,"Provide a simple and effective way to implement the Model Context Protocol. Easily integrate your applications with external data and tools, enhancing their capabilities. Start building your own MCP server with this example implementation.",https://smithery.ai/server/@lucyor/test-mcp-server,Local,
AST Model Context Protocol Server,"Integrate your applications with advanced language models to access real-time data and perform actions seamlessly. Enhance your workflows by leveraging tools and resources dynamically, ensuring a more interactive and efficient experience. Empower your agents with the ability to manipulate and reference real-world data effortlessly.",https://smithery.ai/server/@asleep-ai/ast-mcp,Remote,
Refine Prompt,"Transform ordinary prompts into powerful, structured instructions for any large language model. Enhance your AI interactions by refining your prompts for better understanding and response quality. Unlock the full potential of AI with expertly engineered prompts tailored to your needs.",https://smithery.ai/server/@FelippeFarias/refine-prompt,Remote,
Simple MCP Server,Integrate your applications with external data and tools seamlessly. Enhance your workflows by leveraging real-world data and actions through a standardized protocol. Experience dynamic interactions with your LLMs and external resources effortlessly.,https://smithery.ai/server/@BrunoSSantana/poc-simple-mcp-server,Remote,
Generate Image from HTML,"Create images from HTML content effortlessly. Store and summarize notes with a simple interface, enhancing your productivity and organization. Utilize a custom URI scheme for easy access to your notes.",https://smithery.ai/server/@sdaaron/generate_image_from_html_3,Remote,
Unreal Engine Plugin,"Control Unreal Engine with AI tools to enhance your game development workflow. Integrate external AI systems to manipulate the Unreal environment programmatically, enabling powerful scene manipulation and automation. Streamline your development process and unleash creativity with AI-driven commands.",https://smithery.ai/server/@AlexKissiJr/unrealmcp,Remote,
NPM MCP Server,Fetch detailed information about npm packages and discover the most popular ones. Enhance your development workflow by integrating package insights directly into your applications.,https://smithery.ai/server/@mateusribeirocampos/npm-mcp-server,Local,
Code Review Server,Analyze your codebases efficiently with structured reviews and actionable insights. Leverage the power of Large Language Models to identify issues and improve code quality. Simplify your code review process with automated analysis and recommendations tailored to your needs.,https://smithery.ai/server/@crazyrabbitLTC/mcp-code-review-server,Remote,
eRegulations MCP Server,"Access eRegulations data seamlessly through a standardized protocol. Query administrative procedures, steps, requirements, and costs effortlessly, enhancing your AI's ability to assist users. Utilize prompt templates to guide LLMs in effectively using the available tools.",https://smithery.ai/server/@unctad-ai/eregulations-mcp-server,Remote,
SourceSync.ai MCP Server,"Integrate your AI models with SourceSync.ai's knowledge management platform. Seamlessly manage, ingest, and search your documents while leveraging external services for enhanced data retrieval. Empower your AI with organized knowledge and efficient document management.",https://smithery.ai/server/@pbteja1998/sourcesyncai-mcp,Remote,
FTP Access Server,"Interact with FTP servers seamlessly. List directories, upload and download files, and manage your FTP resources effortlessly using natural language commands.",https://smithery.ai/server/@alxspiker/mcp-server-ftp,Remote,
Palo Alto Networks MCP Server Suite,"Manage your Palo Alto Networks firewalls and services seamlessly through a unified API interface. Simplify firewall operations, policy management, and device monitoring with specialized servers tailored for your needs.",https://smithery.ai/server/@DynamicEndpoints/paloalto-mcp-server,Remote,
Outreach Today MCP,Set up and manage cold outreach email accounts and domains. Build powerful AI sales agents effortlessly. Trusted by 2000+ B2B companies,https://smithery.ai/server/@OutreachToday/cold-outreach,Remote,
Create GitHub Repository Server,Create new GitHub repositories effortlessly. Automate repository setup with customizable options like visibility and initialization. Streamline your project management by integrating repository creation into your workflows.,https://smithery.ai/server/@JavaProgrammerLB/create-github-repository-mcp-server,Remote,
Desktop TXT File Manager,"Manage your desktop TXT files effortlessly. Count, list, and create TXT files with user-friendly interactions. Simplify your file management tasks on your desktop with this intuitive tool.",https://smithery.ai/server/@YingHe-1/myfirstmcpserver-1,Local,
AWS SES Email Sender,"Send emails directly from your applications using AWS SES. Integrate seamlessly with Cursor or Claude Desktop to compose and dispatch emails without manual copy-pasting. Enjoy features like CC, BCC, and customizable sender addresses for enhanced email management.",https://smithery.ai/server/@omd01/aws-ses-mcp,Local,
Math MCP Server,Enhance your applications with mathematical computation capabilities. Perform complex calculations and operations seamlessly through a standardized interface. Leverage the power of a dedicated server for efficient processing of mathematical tasks.,https://smithery.ai/server/@swaroopkasaraneni/mcp-servers,Remote,
Prem AI MCP Server,Integrate seamlessly with Prem AI's powerful features for chat completions and document management. Enhance your AI assistants with Retrieval-Augmented Generation capabilities and real-time streaming responses. Upload and manage documents effortlessly to enrich your interactions.,https://smithery.ai/server/@ucalyptus/prem-mcp-server,Remote,
Add Test,Enhance your applications with dynamic integration capabilities. Seamlessly connect your LLMs to external data and tools for enriched interactions and functionalities.,https://smithery.ai/server/@ichewm/mcp-add-test,Remote,
Superset Integration,"Connect and control your Apache Superset instance programmatically with ease. Enable AI agents to manage dashboards, charts, and databases using natural language requests. Streamline your data exploration and visualization tasks effortlessly.",https://smithery.ai/server/@aptro/superset-mcp,Remote,
CoinMarketCap MCP,"Access the complete CoinMarketCap API with 20+ basic endpoints and 50+ total, including cryptocurrency market data, exchange information, and other blockchain-related metrics.",https://smithery.ai/server/@shinzo-labs/coinmarketcap-mcp,Remote,
Developer Name,An MCP server implementation that provides a tool for current developer name to LLM. Return the name from environment variable DEVELOPER_NAME,https://smithery.ai/server/@SeriaWei/mcp-developer-name,Local,
Zerodha Integration,"Interact with your Zerodha trading account directly through Claude AI. Manage your stocks, mutual funds, and trading orders seamlessly with voice commands and automated processes.",https://smithery.ai/server/@aptro/zerodha-mcp,Remote,
MCP GitHub Projects,Streamline your project management with integrated tools and resources. Enhance collaboration and efficiency by leveraging the power of the Model Context Protocol to connect your projects with real-world data and actions. Simplify workflows and improve productivity with a standardized approach to managing your GitHub projects.,https://smithery.ai/server/@taylor-lindores-reeves/mcp-github-projects,Remote,
YouTube MCP Server,"Interact with YouTube data seamlessly. Query videos, channels, and comments through a simple interface, enhancing your applications with rich YouTube content.",https://smithery.ai/server/@coyaSONG/youtube-mcp-server,Remote,
Unsplash Server,Access a vast library of high-quality images from Unsplash. Integrate effortlessly with your applications to enhance visual content and user engagement. Utilize the power of Unsplash's API to fetch stunning images on demand.,https://smithery.ai/server/@douglarek/unsplash-mcp-server,Remote,
Railway MCP Server,"Manage your Railway.app infrastructure effortlessly. Deploy services, manage variables, and monitor deployments using natural language commands. Streamline your development workflow with AI-driven interactions.",https://smithery.ai/server/@mh8974/railway-mcp,Remote,
Flux Cloudflare MCP,Generate high-quality images using AI with seamless integration into your applications. Leverage customizable parameters for image generation and enjoy secure processing through Cloudflare Workers. Enhance your AI assistants with powerful image capabilities effortlessly.,https://smithery.ai/server/@Hzzy2O/flux-cloudfare-mcp,Remote,
MailPace MCP Server,Send emails effortlessly using MailPace's fast transactional email API. Integrate email capabilities into your applications and streamline communication with ease. Start sending emails with just a few simple configurations.,https://smithery.ai/server/@mailpace/mailpace-mcp,Local,
Cloudflare Browser Rendering,"Fetch and process web content seamlessly for your LLMs. Enhance your applications with structured content extraction, documentation search, and content summarization capabilities. Capture screenshots of web pages to enrich your context and insights.",https://smithery.ai/server/@amotivv/cloudflare-browser-rendering-mcp,Remote,
Penumbra Blockchain,Interact with the Penumbra blockchain for privacy-preserving features.,https://smithery.ai/server/@timeheater/penumbra-mcp,Remote,
MCP Chain of Draft (CoD) Prompt Tool,"MCP Chain of Draft (CoD) Prompt Tool is a BYOLLM MCP (Model Context Protocol) tool that transforms your prompt using another LLM, applying CoD or CoT reasoning techniques, before delivering the final result. CoD is a novel paradigm that allows LLMs to generate minimalistic yet informative intermediate reasoning outputs while solving tasks, significantly reducing token usage while maintaining accuracy. For fast setup -> scroll ↓  click ""Connect""! --------------------------------------------------------------------------------------------- DO NOT be daunted by all the configurations—you can simply scroll down and hit “Connect” to get started effortlessly.",https://smithery.ai/server/@brendancopley/mcp-chain-of-draft-prompt-tool,Remote,
My First MCP,Create and manage your own Model Context Protocol server effortlessly. Integrate various tools and resources to enhance your applications with real-world data and actions. Streamline your development process with built-in support for TypeScript and modern JavaScript tooling.,https://smithery.ai/server/@JHSeo-git/my-first-mcp,Remote,
JFrog MCP Server,"Manage your repositories, track builds, and oversee the release lifecycle seamlessly. Leverage powerful AQL queries to search for artifacts and monitor runtime clusters effectively. Enhance your JFrog platform experience with this integrated MCP server.",https://smithery.ai/server/@jfrog/mcp-jfrog,Remote,
Calculate Server,"Perform complex mathematical calculations effortlessly. Leverage powerful symbolic computation capabilities to solve equations, perform algebraic manipulations, and execute calculus operations with ease.",https://smithery.ai/server/@611711Dark/mcp_sympy_calculate_server,Remote,
MCP Server,Integrate your applications with external data and tools seamlessly. Enhance your workflows by allowing your language models to interact with real-world resources and perform actions dynamically. Experience a standardized and secure way to bridge your LLMs with various data sources and functionalities.,https://smithery.ai/server/@hereisnitish/mcp-server,Remote,
Google Maps API Server,"Leverage the power of Google Maps to enhance your applications with location services, directions, and place details. Integrate seamlessly with your LLMs to provide real-time geographic data and insights. Start building location-aware applications effortlessly with this MCP server.",https://smithery.ai/server/@lowkeyrd/google-map-mcp-server,Remote,
Coze Workflow,Integrate workflow automation into your applications. Streamline processes and enhance productivity with easy-to-use tools and commands. Leverage the power of MCP to connect your workflows seamlessly.,https://smithery.ai/server/@sdaaron/coze-workflow-mcp,Remote,
Adjust Reporting Server,"Access your Adjust data seamlessly from any MCP client. Query reports, metrics, and performance data on-demand to gain insights into your campaigns. Perfect for quick lookups like install numbers for specific campaigns.",https://smithery.ai/server/@bitscorp-mcp/mcp-adjust,Remote,
HubSpot API Integration Server,"Enable seamless interaction with HubSpot's contacts, deals, and engagement data through a standardized protocol. Access and manipulate HubSpot data effortlessly, enhancing your LLM's capabilities with real-time CRM insights. Simplify your workflow by integrating HubSpot functionalities directly into your applications.",https://smithery.ai/server/@isaacraja/hubspot-mcp-server,Local,
FantasyPros API Server,"Access sports data, news, rankings, and projections seamlessly. Retrieve the latest updates and player information for NFL, MLB, NBA, and NHL with ease. Enhance your applications with real-time sports insights and analytics.",https://smithery.ai/server/@DynamicEndpoints/fantasy-pros-mcp,Remote,
PDF to Markdown Conversion Service,Convert PDF files to structured Markdown format effortlessly. Process local files and URLs in batches while preserving the original document structure and layout. Integrate seamlessly with LLM clients for enhanced functionality.,https://smithery.ai/server/@FutureUnreal/mcp-pdf2md,Remote,
Exa MCP Server,"Enable AI assistants to perform web searches using Exa's powerful search API. Get real-time web information in a safe and controlled way, while caching recent searches for future reference. Simplify your search experience with customizable parameters and automatic live crawling.",https://smithery.ai/server/@geezerrrr/exa-mcp-server,Remote,
Xiaohua,"Enhance your applications with powerful language model capabilities. Seamlessly integrate real-world data and tools to create dynamic, context-aware interactions. Empower your agents to perform complex tasks effortlessly.",https://smithery.ai/server/@zick987/mcpxiaohua,Remote,
SorTage Gemini 2.5 Pro Thinking,"Leverage advanced analytical thinking capabilities to break down complex problems and generate thoughtful responses. Enhance your problem-solving process with insights, confidence levels, and alternative approaches, all while maintaining session persistence for ongoing analysis.",https://smithery.ai/server/@palolxx/new-mcp-gemini-2-5-pro-exp,Remote,
GitHub MCP Server for Pera1,A Model Context Protocol server that connects GitHub code to Claude.ai utilizing the Pera1 service for code extraction.,https://smithery.ai/server/@kazuph/mcp-github-pera1,Remote,
Weather MCP Server,Retrieve real-time weather information effortlessly. Get alerts and forecasts for specific locations using the National Weather Service API. Enhance your applications with accurate weather data at your fingertips.,https://smithery.ai/server/@JackKuo666/weather-mcp-server,Remote,
Browserbase MCP Server,"Automate web browsing and data extraction with ease. Interact with web pages, capture screenshots, and execute JavaScript in a cloud environment to enhance your AI applications. Streamline your workflows by integrating powerful browser automation capabilities into your LLM solutions.",https://smithery.ai/server/@canbetry/mcp-server-browserbase,Remote,
testing,Empower your applications with dynamic data integration and real-time context manipulation. Enhance user interactions by seamlessly connecting to external resources and tools. Simplify complex workflows with reusable prompt templates for a more efficient development experience.,https://smithery.ai/server/@thisisrandomaabb/smithery,Remote,
Map MCP Server,Enhance your applications with dynamic data integration and real-time context manipulation. Access and manage external resources seamlessly to enrich user interactions. Empower your agents with the ability to perform actions and retrieve data effortlessly.,https://smithery.ai/server/@Alex-Smith-1234/map_mcp,Remote,
RSS Markdown Generator,Generate Markdown content from RSS feeds effortlessly. Transform your RSS data into well-structured Markdown documents for easy sharing and publishing.,https://smithery.ai/server/@taweili/mcp-rss-md,Remote,
mcp-server,Create and run your own MCP server with ease. Leverage the power of Python and the uv package manager to build dynamic integrations for your applications. Simplify the process of connecting large language models with real-world data and tools.,https://smithery.ai/server/@yiGmMk/mcp-server,Remote,
Nmap Integration,"Enable seamless network scanning capabilities within MCP-compatible environments. Perform various network scans, such as top ports scanning and DNS brute force, directly through MCP interfaces to enhance your network security assessments.",https://smithery.ai/server/@0xPratikPatil/nmapmcp,Local,
Memos MCP 服务器,连接到你的 Memos 实例，安全地通过 AI 助手与备忘录交互。利用强大的工具进行搜索、创建、更新和管理备忘录，提升你的工作效率。,https://smithery.ai/server/@yuzhi-jiang/memos-cmp,Remote,
Olostep MCP Server,"Enable your AI assistants to scrape web content and extract valuable information effortlessly. Utilize powerful tools to retrieve webpage content, map websites, and access structured Google search results. Enhance your AI's capabilities with seamless web interaction.",https://smithery.ai/server/@olostep/olostep-mcp-server,Remote,
Volatility MCP Server,"Analyze memory dumps using natural language queries to simplify forensic investigations. This tool reduces the technical expertise required for memory forensics, accelerating the analysis process and helping to clear case backlogs. Empower forensic experts with automated insights and faster results for improved cybersecurity response.",https://smithery.ai/server/@bornpresident/volatility-mcp-server,Remote,
Plausible Analytics Server,Query your analytics data effortlessly. Generate insightful reports and daily overviews from your Plausible account with ease. Enhance your AI models' capabilities by integrating real-time analytics data.,https://smithery.ai/server/@AVIMBU/plausible-mcp-server,Remote,
MCP Server for Continue,"Expose customizable prompt templates, resources, and tools to enhance your development workflow. Utilize a conversational LLM to refine ideas, generate tests, and create detailed project blueprints. Streamline your coding process with integrated web search and documentation resources.",https://smithery.ai/server/@alexsmirnov/mcp-server-continue,Remote,
Asset Price MCP,"Retrieve and display real-time asset price information effortlessly. Access current prices for various assets, including precious metals and cryptocurrencies, to enhance your applications. Simplify data retrieval for large language models with this dedicated service.",https://smithery.ai/server/@mk965/asset-price-mcp,Remote,
Atlassian Jira Integration Server,"Connect your AI systems to Atlassian Jira effortlessly. Retrieve and manage Jira projects and issues directly from your AI assistant, enhancing productivity and streamlining workflows.",https://smithery.ai/server/@aashari/mcp-server-atlassian-jira,Remote,
HackMD MCP Server,"Interact with your HackMD notes and teams seamlessly. Manage your notes, view reading history, and collaborate with team members using AI assistants. Simplify your note-taking experience with powerful API integrations.",https://smithery.ai/server/@yuna0x0/hackmd-mcp,Remote,
Desktop TXT File Manager,"Manage your desktop TXT files effortlessly. Count, list, and create TXT files with user-friendly interactions. Simplify your file management tasks on your desktop with this intuitive tool.",https://smithery.ai/server/@YingHe-1/yhfirstmcpserver,Remote,
Weather MCP Server,"Provide real-time weather information and alerts for any US location. Get detailed forecasts and alerts through a simple API, enhancing your AI agents with up-to-date weather data. Leverage the National Weather Service API for accurate and timely weather insights.",https://smithery.ai/server/@akaramanapp/weather-mcp-server,Remote,
Chaitin IP Intelligence,Check IP reputations and subscribe to comprehensive malicious IP databases. Leverage real-time data from a global honeypot network to enhance your threat detection capabilities.,https://smithery.ai/server/@co0ontty/chaitin-ip-intelligence-search-tool,Remote,
Rock Paper Scissors,Play rock paper scissors with Josh Mayer. (very hard),https://smithery.ai/server/@JoshMayerr/rps-mcp,Remote,
Weather MCP Server,"Retrieve real-time weather data effortlessly. Get detailed weather information including temperature, humidity, and wind speed using the OpenWeatherMap API. Enhance your applications with accurate weather insights in metric units.",https://smithery.ai/server/@CodeByWaqas/weather-mcp-server,Remote,
EcoGo-AI,"Search for and book flights seamlessly with our integrated MCP server. Retrieve booking details and ticket information effortlessly, ensuring a smooth travel experience. Leverage our API integration for reliable flight data and booking management.",https://smithery.ai/server/@alisajil/ecogotravel,Local,
Grok AI MCP Server,"Analyze Solana blockchain transactions and addresses, process images, and answer general queries with advanced AI capabilities. Leverage Grok's vision and contextual understanding to gain insights and enhance your blockchain experience.",https://smithery.ai/server/@8bitsats/grok_mcp,Remote,
Sample MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources.,https://smithery.ai/server/@mostafamos/mcp_sample,Remote,
Car Listings,Manage and retrieve car listings efficiently. Streamline your vehicle inventory management and enhance user experience with quick access to detailed car information.,https://smithery.ai/server/@nicolasdickenmann/car-listings-mcp,Remote,
Pump.fun MCP Server,"Enable your AI assistants to interact with the Pump.fun platform on Solana. Create, buy, and sell tokens seamlessly while managing your Solana accounts securely. Leverage the power of AI to enhance your token transactions and account management.",https://smithery.ai/server/@noahgsolomon/pumpfun-mcp-server,Local,
MCP Study,"Explore and integrate various functionalities of the Model Context Protocol. Enhance your applications by leveraging tools, resources, and prompts seamlessly. Experience a structured approach to connecting language models with real-world data and actions.",https://smithery.ai/server/@jpedrosouza/mcp-study,Remote,
Dictionary Server,Retrieve word meanings seamlessly from the Cambridge Dictionary. Enhance your AI assistants with robust dictionary query tools through the MCP protocol. Integrate effortlessly into your command line for quick access to definitions and examples.,https://smithery.ai/server/@meowrain/mcp-server-cambridge-dict,Remote,
Wongames MCP,Enhance your applications with dynamic context integration. Access and manipulate real-world data and tools seamlessly to enrich user interactions and functionalities.,https://smithery.ai/server/@saymondamasio/wongames-mcp,Remote,
ALAPI MCP Server,Integrate ALAPI's powerful APIs directly into your applications using the MCP protocol. Access a variety of services like video parsing and weather queries seamlessly. Enhance your projects with easy-to-use API calls and standardized responses.,https://smithery.ai/server/@ALAPI-SDK/mcp-alapi-cn,Remote,
Google Cloud Services Integration,"Connect to Google Cloud services to query logs, execute SQL queries, retrieve metrics, and analyze traces. Enhance your debugging and monitoring capabilities with natural language support for seamless interaction with your cloud resources.",https://smithery.ai/server/@krzko/google-cloud-mcp,Local,
FlightRadar,"Access real-time flight tracking and status information effortlessly. Get detailed flight data, search for flights by various criteria, and receive human-readable status summaries with ease.",https://smithery.ai/server/@Cyreslab-AI/flightradar-mcp-server,Remote,
Raccoon AI MCP Server,"Raccoon AI's Model Context Protocol (MCP) server that enables leveraging the LAM API for web browsing, data extraction, and complex web tasks automation.",https://smithery.ai/server/@raccoonaihq/raccoonai-mcp-server,Remote,
Swift,"Transform legacy systems into competitive advantages by deploying faster and reducing incidents. Modernize incrementally without risky rewrites or expensive consultants, cutting legacy system incidents by 60%. Experience zero-disruption implementation and accelerate deployment cycles from weeks to days.",https://smithery.ai/server/@lumix-labs/swift,Remote,
Manifold Markets MCP Server,"Interact with prediction markets seamlessly. Create, manage, and trade in markets while leveraging collective intelligence features for enhanced decision-making.",https://smithery.ai/server/@bmorphism/manifold-mcp-server,Remote,
Gitee MCP Server,"Interact with Gitee's API to manage repositories, issues, and pull requests seamlessly. Automate your workflow by leveraging AI assistants to handle tasks like creating issues and pull requests efficiently. Enhance your development process with easy configuration and powerful tools for Gitee operations.",https://smithery.ai/server/@ropon/mcp-gitee,Remote,
Modal MCP Toolbox,"A collection of tools that run on modal. Currently:  

- `run_python_code_in_sandbox`  
- `generate_flux_image`",https://smithery.ai/server/@philipp-eisen/modal-mcp-toolbox,Remote,
Flomo Notes Server,Create and organize your notes in Flomo directly through AI chat interactions. Use natural language commands to seamlessly save your thoughts and ideas. Enhance your productivity by integrating note-taking with AI assistance.,https://smithery.ai/server/@xianminx/mcp-server-flomo,Remote,
Sentry Issue Analyzer,"Retrieve and analyze issues from your Sentry account effortlessly. Inspect error reports, stack traces, and debugging information to enhance your application's reliability. Streamline your debugging process with easy access to detailed issue insights.",https://smithery.ai/server/@javaDer/mcp-sentry-custom,Remote,
CockroachDB MCP Server,"Connect directly to your CockroachDB database and execute SQL queries seamlessly. Retrieve table structures, manage connections, and utilize SQL query templates to enhance your database interactions. Experience automatic reconnection and detailed logging for troubleshooting.",https://smithery.ai/server/@Swayingleaves/cockroachdb-mcp-server,Local,
Knowledge Graph Memory Server,"Manage and enhance your interactions with a robust knowledge graph. Capture, store, and retrieve contextual information seamlessly using PouchDB for improved data consistency and performance. Organize your memory data by project-specific paths for better management and retrieval.",https://smithery.ai/server/@bneil/mcp-memory-pouchdb,Remote,
Anki MCP Server,Connect to Anki and retrieve leech-tagged cards for analysis. Enhance your study sessions by tracking reviewed cards with date-stamped tags. Integrate seamlessly with Claude Desktop for a smarter learning experience.,https://smithery.ai/server/@captain-blue210/anki-mcp-server,Remote,
Boilerplate MCP Server,"Build AI-connected tools effortlessly. This server boilerplate simplifies integration with Claude and other AI systems, enabling seamless access to external data and tools. Start developing your own MCP server with built-in IP lookup and CLI support.",https://smithery.ai/server/@aashari/boilerplate-mcp-server,Remote,
Omi MCP Server,"Interact with the Omi API to manage conversations and memories seamlessly. Retrieve, create, and manipulate user data effortlessly, enhancing your applications with rich conversational capabilities.",https://smithery.ai/server/@fourcolors/omi-mcp,Remote,
Spotify Integration,"Connect your Claude agents with Spotify to control playback, search for music, and manage your playlists seamlessly. Enhance your audio experience by utilizing powerful commands to interact with Spotify's features directly from your applications.",https://smithery.ai/server/@g2dgaming/spotify-mcp,Remote,
Atris,"Access the Audius music platform through natural language queries. Discover tracks, manage playlists, and engage with artists seamlessly using LLMs. Enhance your music experience with powerful tools for content creation and monetization.",https://smithery.ai/server/@glassBead-tc/audius-mcp-atris,Remote,
Aiven MCP Server,"Access Aiven services like PostgreSQL, Kafka, and OpenSearch to enable LLMs to build full stack solutions for various use cases. Integrate seamlessly with your Aiven projects and services to enhance your applications. Simplify your development process with powerful tools for managing your Aiven resources.",https://smithery.ai/server/@Aiven-Open/mcp-aiven,Remote,
MCP Server Example,Build a functional server that integrates with various LLM clients. Connect your AI models to different data sources and tools seamlessly. Enhance your applications with standardized capabilities for better data access and manipulation.,https://smithery.ai/server/@alejandro-ao/mcp-server-example,Remote,
MCP Server Test,Test the capabilities of the Model Context Protocol server. Easily integrate and experiment with LLMs and external data sources in a controlled environment.,https://smithery.ai/server/@barlanyado/mcp-server-test1,Remote,
Solana RPC Server,"Interact with the Solana blockchain effortlessly. Retrieve account balances, transfer SOL, and access detailed account information with simple RPC calls. Enhance your blockchain applications with seamless integration to Solana's network.",https://smithery.ai/server/@akc2267/solana-mcp-server,Remote,
Alphavantage MCP Server,Access real-time and historical stock market data effortlessly. Integrate stock market insights into your applications using the Alphavantage API with this MCP server. Get started quickly by configuring your API key and running the server to fetch market data.,https://smithery.ai/server/@calvernaz/alphavantage,Remote,
