search_query,name,description,url,type,usage_count
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,XTQuantAI,"Integrate AI with the XTQuant quantitative trading platform to access and manipulate trading data seamlessly. Leverage advanced data querying, market data retrieval, and visualization capabilities to enhance your trading strategies. Start making informed trading decisions with AI assistance today!",https://smithery.ai/server/@dfkai/xtquantai,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources and functionalities.,https://smithery.ai/server/@rockbotclub/mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,HubSpot MCP Server,"A Model Context Protocol (MCP) server that provides integration with HubSpot CRM, enabling AI models to interact with HubSpot data and operations through a standardized interface.",https://smithery.ai/server/mcp-server-hubspot,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Atlassian Integration,Connect your AI language models with Atlassian products like Jira and Confluence. Enhance your workflows by enabling contextual AI interactions while ensuring data privacy and security. Simplify your project management and documentation processes with seamless integration.,https://smithery.ai/server/@adamjbird2/mcp-atlassian-sprint,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Twitter Integration for AI Agents,"Leverage Twitter's features seamlessly within your AI applications. Access tweets, user profiles, and perform interactions like liking and retweeting, all through a consistent interface. Enhance your AI's capabilities with robust Twitter functionality and error handling.",https://smithery.ai/server/@TaazKareem/twitter-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI Development Assistant,"Leverage intelligent coding assistance to enhance your development workflow. Generate code plans, conduct code reviews, and analyze UI designs seamlessly with advanced AI tools. Streamline your coding process and improve productivity with this powerful toolkit.",https://smithery.ai/server/@yeakub108/mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,CentralMind Gateway,"Generate secure, LLM-optimized APIs for your structured data effortlessly. Enhance your AI applications with automatic API generation, compliance features, and seamless integration with various AI providers. Simplify data access while ensuring security and performance for your AI agents.",https://smithery.ai/server/@centralmind/gateway,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,DeepSeek MCP Server,Integrate DeepSeek's powerful language models with MCP-compatible applications.,https://smithery.ai/server/@DMontgomery40/deepseek-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Echo MCP Server,Integrate your applications with real-time data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with your existing systems.,https://smithery.ai/server/@xiispace/echo-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,J.A.R.V.I.S.,"Assist with code generation, modifications, and technical discussions using multiple AI models.",https://smithery.ai/server/@essenecrucix-netizen/jarvis,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,My MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your models to access and manipulate external resources dynamically. Experience a standardized and secure way to bridge your LLMs with various data sources and actions.,https://smithery.ai/server/@dingpengxin/my-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Local Development Environment Manager,"Automatically set up, manage, and test local development environments from GitHub repositories or local paths.",https://smithery.ai/server/mcp-local-dev,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@hawasabi/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Beamlit MCP Server,Integrate AI models seamlessly with the Beamlit CLI. Enhance your applications by leveraging the Model Context Protocol for dynamic interactions and data manipulation. Customize and extend the server to fit your specific use cases effortlessly.,https://smithery.ai/server/@beamlit/mcp-gateway,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AIHub,Connect your applications seamlessly with Smithery to enhance functionality and data access. Leverage powerful integrations to streamline workflows and improve user experiences. Unlock the potential of your projects with easy-to-use tools and resources.,https://smithery.ai/server/@absores/aihub,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Heurist Mesh,Connect and deploy AI agents that work together seamlessly to tackle complex tasks. Leverage a rich library of pre-built agents and integrate them into your workflows via easy-to-use APIs. Build your own specialized agents and contribute to a decentralized network for innovative solutions.,https://smithery.ai/server/@heurist-network/heurist-agent-framework,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Crew AI Server,"Orchestrate multi-agent workflows effortlessly with our lightweight server. Automatically configure agents and tasks, and run workflows seamlessly using the Model Context Protocol. Ideal for local development and testing, enabling you to focus on building intelligent applications.",https://smithery.ai/server/@adam-paterson/mcp-crew-ai,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@donutkre/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources and functionalities.,https://smithery.ai/server/@Jozoko/mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,txtai Embedding MCP Server,Leverage advanced semantic search and knowledge graph capabilities to enhance your applications. Build and manage knowledge bases effortlessly while accessing AI-driven text processing through a standardized interface. Start utilizing your data more effectively with powerful search and processing tools.,https://smithery.ai/server/@Geeksfino/knowledgebase-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,mcp2tcp,Connect hardware devices with AI models using natural language commands. Control your devices in real-time and enable them to understand complex instructions seamlessly.,https://smithery.ai/server/@mcp2everything/mcp2tcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Xorbits Inference,"Simplify the process of serving large language, speech recognition, and multimodal models. Deploy and serve state-of-the-art models effortlessly with just a single command. Empower your AI applications with cutting-edge capabilities and flexible deployment options.",https://smithery.ai/server/@zhanghaiqiangshigezhu/inference,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Smithery AI,Enhance your applications with intelligent data processing and analysis capabilities. Leverage advanced algorithms to gain insights and automate tasks effortlessly. Transform your data into actionable knowledge with ease.,https://smithery.ai/server/@thinknumbers/smitheryai,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Deepseek Integration Server,"Integrate Deepseek models seamlessly with Claude Desktop. Leverage powerful AI capabilities by running models in Docker, enhancing your applications with advanced functionalities. Simplify your setup with easy installation and configuration steps.",https://smithery.ai/server/@vincentf305/mcp-server-deepseek,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Open Deep Research,Perform deep research on any topic by leveraging search engines and large language models. Generate comprehensive reports and follow-up questions to refine research direction.,https://smithery.ai/server/@Ozamatash/deep-research-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Template Server,"Integrate powerful AI capabilities into your applications. Leverage OpenAI GPT-4 and Anthropic Claude for advanced text generation, alongside EnrichB2B for LinkedIn data insights. Simplify your development with a structured project layout and easy-to-use tools.",https://smithery.ai/server/@moonlabsai/enrich_b2b_mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Hacker News Integration,"Access real-time stories, comments, and user profiles from Hacker News. Search and retrieve data effortlessly through a powerful integration with the Model Context Protocol. Enhance your LLM applications with comprehensive Hacker News functionality.",https://smithery.ai/server/@devabdultech/hn-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Smithery AI,Enhance your applications with intelligent automation and data-driven insights. Leverage advanced AI capabilities to streamline processes and improve decision-making. Transform your workflows with seamless integration of AI tools and resources.,https://smithery.ai/server/@asdgasdgerjhdgkd/smithery-ai,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Unichat MCP Server,"A server that allows sending requests to various AI models like OpenAI, MistralAI, Anthropic, xAI, or Google AI using the MCP protocol.",https://smithery.ai/server/unichat-ts-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AWS MCP,A Model Context Protocol server enabling natural language interaction with AWS environments.,https://smithery.ai/server/chatwithcloud-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@dlwfeng/dlwfeng-github-io,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@alessandrotubini/mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Wanaku MCP Router,Connect AI-enabled applications seamlessly with standardized context for LLMs. Enhance your applications by integrating various data sources and tools effortlessly. Experience a unified approach to managing interactions with large language models.,https://smithery.ai/server/@wanaku-ai/wanaku,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Jina AI MCP Server,"Enable seamless integration with Jina AI's neural search capabilities. Perform semantic, image, and cross-modal searches effortlessly through a simple interface. Enhance your applications with powerful search functionalities that leverage advanced neural networks.",https://smithery.ai/server/@Sheshiyer/jina-ai-mcp-multimodal-search,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Cognee,Enhance LLM capabilities with knowledge graph creation and search.,https://smithery.ai/server/@topoteretes/cognee,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Test Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources and functionalities.,https://smithery.ai/server/@qiqizjl/mcp-test,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,TESS-MCP Server,"Integrate multiple AI services seamlessly. Access and execute tools, manage files, and interact with language models through a unified command-line interface.",https://smithery.ai/server/@diegofornalha/tess-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Gemini MCP,Connect to Google's Gemini AI models seamlessly. Utilize advanced sequential thinking capabilities to enhance your applications and workflows. Easily deploy and integrate with any MCP client for powerful AI interactions.,https://smithery.ai/server/@palolxx/geminimcp1,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate external data and tools with language models. Enable dynamic interactions with real-world resources and actions.,https://smithery.ai/server/@gknox87/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Puppeteer,"Automate web interactions and capture screenshots effortlessly. Enable your LLMs to navigate web pages, execute JavaScript, and monitor console logs in real-time. Enhance your applications with powerful browser automation capabilities.",https://smithery.ai/server/@cploujoux/mcp-puppeteer,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Typesense MCP Server,"Enable AI models to discover, search, and analyze data stored in Typesense collections. Leverage powerful search capabilities and gain insights from your data effortlessly. Integrate seamlessly with your LLM applications for enhanced data interaction.",https://smithery.ai/server/@suhail-ak-s/mcp-typesense-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Higress AI-Search MCP Server,Enhance your AI model responses with real-time search results from various search engines. Utilize powerful internet and academic search capabilities to provide accurate and relevant information seamlessly. Integrate internal knowledge bases for tailored responses to your queries.,https://smithery.ai/server/@cr7258/higress-ai-search-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Kintone Connector,Explore and manipulate Kintone data.,https://smithery.ai/server/mcp-server-kintone,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Axiom MCP Server,An MCP server for querying Axiom datasets using Axiom Processing Language (APL).,https://smithery.ai/server/axiom-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,PydanticAI,"Build production-grade applications with Generative AI effortlessly. Leverage a type-safe, model-agnostic framework that integrates seamlessly with Pydantic for structured responses and real-time debugging. Enhance your AI-driven projects with powerful tools and dependency injection for a streamlined development experience.",https://smithery.ai/server/@pydantic/pydantic-ai,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Perplexity AI MCP Server,Integrate advanced search capabilities using Perplexity AI's models. Perform searches with configurable result counts and detailed error handling.,https://smithery.ai/server/@mkusaka/mcp-server-perplexity,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Web Search,"Integrate real-time web search capabilities into your AI assistant. Perform both basic and advanced searches with markdown-formatted results, enhancing your assistant's ability to provide up-to-date information. Empower your AI with a seamless connection to the internet for comprehensive responses.",https://smithery.ai/server/@mshojaei77/ReActMCP,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Perplexity MCP Server,Enhance your AI interactions by bridging Claude with Perplexity's language models. Utilize advanced chat capabilities and quick query responses securely and efficiently. Experience seamless integration with powerful tools for dynamic AI conversations.,https://smithery.ai/server/@laodev1/perplexity-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Neural Child Development System,"Reimagine AI development by integrating psychological growth and emotional intelligence. Create systems that develop naturally through defined stages, enhancing cognitive and emotional capabilities.",https://smithery.ai/server/@renatokuipers/neural-child,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,GPT Computer Assistant,An AI agent framework that integrates MCP to perform routine and advanced computer tasks across multiple operating systems.,https://smithery.ai/server/gpt-computer-assistant,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Model Context Protocol Server for Apache OpenDAL,"Access multiple storage services seamlessly. List, read, and manage files across various cloud storage solutions with ease. Simplify your LLM's interaction with data by leveraging a unified protocol for diverse storage backends.",https://smithery.ai/server/@Xuanwo/mcp-server-opendal,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI Query Enhancement Engine,Transform basic user queries into optimized prompts for AI systems. Automatically detect content types and apply tailored templates to ensure high-quality responses. Enhance your AI interactions with structured inputs that maintain original intent.,https://smithery.ai/server/@iRahulPandey/PromptLab,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Vibe Coder,"Supercharge your AI assistant with powerful tools for software development. Enhance your workflow with features like code generation, refactoring, and project management, all integrated seamlessly into your development environment.",https://smithery.ai/server/@freshtechbro/vibe-coder-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@zorgy28/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Vertex AI Search,Search documents using your private data with enhanced quality through grounding. Integrate multiple Vertex AI data stores seamlessly to improve search results. Utilize this server to leverage the power of Gemini and Vertex AI for your document search needs.,https://smithery.ai/server/@ubie-oss/mcp-vertexai-search,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Flux Dev,Provide powerful AI capabilities using the Flux model API.,https://smithery.ai/server/@nicekate/flux-dev-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Portkey MCP Server,Connect your AI assistant to Portkey's API for comprehensive management of AI configurations and user access.,https://smithery.ai/server/@r-huijts/portkey-admin-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Wordware MCP Server,Integrate Wordware's powerful agent capabilities with AI assistants like Claude. Access specialized tools dynamically and enhance your AI interactions effortlessly. Simplify your workflow with intelligent parameter handling and robust error management.,https://smithery.ai/server/@aleksandrkrivolap/wordware-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AIzhitu,Enhance your applications with intelligent data processing capabilities.,https://smithery.ai/server/@wufeizhizun/aizhitu,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Reference Servers,Showcase versatile implementations of the Model Context Protocol. Enable secure access to tools and data sources for Large Language Models.,https://smithery.ai/server/@SAKETH11111/reference-servers,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,XRPL MCP Service,Enable AI models to interact with the XRP Ledger through standardized endpoints.,https://smithery.ai/server/@tedlikeskix/xrpl-mcp-service,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Skynet,Empower your applications with advanced AI capabilities. Integrate seamlessly with external data and tools to enhance functionality and user experience. Unlock the potential of your projects with intelligent automation and real-time data processing.,https://smithery.ai/server/@MagistrTheOne/skynet,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Awesome MCP FastAPI,Enhance and extend the Model Context Protocol with a powerful FastAPI implementation.,https://smithery.ai/server/@MR-GREEN1337/awesome-mcp-fastapi,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Custom AI Tools Demo,"Create and deploy custom AI tools that enhance the capabilities of your AI assistants. Seamlessly integrate with Claude, Cursor, and other MCP clients to extend functionality through serverless functions.",https://smithery.ai/server/@akazwz/workers-mcp-demo,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Airtable Integration Tool,"Connect your AI tools directly to Airtable to query, create, update, and delete records using natural language. Manage your Airtable bases and tables effortlessly through a standardized interface, enhancing your productivity in AI-powered applications.",https://smithery.ai/server/@mufonix/airtable-mcp,Remote,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@Rolando-Barbella/mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,UML Model Context Protocol,Integrate UML modeling capabilities into your applications. Enhance your projects with dynamic UML diagram generation and manipulation features. Streamline your design process and improve collaboration with visual representations of your systems.,https://smithery.ai/server/@antoinebou12/uml,Remote,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Stochastic Thinking,Enhance decision-making capabilities with advanced stochastic algorithms.,https://smithery.ai/server/@waldzellai/server-stochasticthinking,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,ATLAS MCP Server,A Model Context Protocol server for hierarchical task management.,https://smithery.ai/server/atlas-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources and functionalities.,https://smithery.ai/server/@nossaigreja/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Mistral MCP Server,Create a seamless chat experience with Mistral AI by leveraging this example MCP server. Interact with Mistral using both text and image inputs effortlessly. Enhance your applications with powerful AI capabilities today!,https://smithery.ai/server/@speakeasy-api/mistral-mcp-server-example,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Meowhuman,Enhance your applications with intelligent interactions and data manipulation capabilities. Leverage advanced language models to seamlessly integrate real-world data and tools into your workflows. Experience a new level of efficiency and creativity in your projects.,https://smithery.ai/server/@meowhuman/meowhuman,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Simple OpenAI Assistant,"A simple MCP server for interacting with OpenAI assistants, allowing creation and interaction with OpenAI assistants through the Model Context Protocol.",https://smithery.ai/server/mcp-simple-openai-assistant,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Obsidian MCP Local Server,"This project implements a Model Context Protocol (MCP) server for connecting AI models with Obsidian knowledge bases. Through this server, AI models can directly access and manipulate Obsidian notes, including reading, creating, updating, and deleting notes, as well as managing folder structures.",https://smithery.ai/server/@newtype-01/obsidian-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Minecraft Model Context Protocol,"A MCP server for interacting with Minecraft via Mineflayer, enabling AI agents to control Minecraft bots.",https://smithery.ai/server/@gerred/mcpmc,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,The Apex Intelligence,Empower your applications with advanced AI capabilities. Seamlessly integrate real-world data and tools to enhance user interactions and decision-making. Unlock the potential of your projects with intelligent automation and insights.,https://smithery.ai/server/@Theapexintelligence/theapexintelligence,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI-Powered Interview Roleplay,Engage in realistic interview scenarios with AI personas. Practice your responses and receive instant feedback to improve your interview skills. Customize your interview experience for tailored learning and growth.,https://smithery.ai/server/@Ejb503/systemprompt-mcp-interview,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@alessandrotubini/mcp-tubini,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,DeepSeek-R1,"Enhance your reasoning capabilities with our advanced AI models. Leverage state-of-the-art performance in math, code, and reasoning tasks to achieve superior results. Join the research community and access powerful tools for your projects.",https://smithery.ai/server/@ThunderNight21/deepseek-r1,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,CrewAI Adapter,"Integrate and extend CrewAI's capabilities with seamless MCP support. Build custom agents and tools effortlessly while ensuring type safety and validation. Enhance your AI applications with powerful, easy-to-use interfaces for advanced functionality.",https://smithery.ai/server/@dshivendra/crewai_mcp_adapter,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Memory Bank,"Manage and interact with structured repositories of information for AI assistants. Store, retrieve, and track context across sessions to enhance your AI's capabilities. Utilize various operational modes to optimize interactions for specific tasks like coding, debugging, and system design.",https://smithery.ai/server/@movibe/memory-bank-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Dust MCP Server JS,Interact seamlessly with Dust AI agents and enhance your applications with real-time capabilities. Leverage the power of the Model Context Protocol to manage sessions and context while ensuring secure API interactions. Start building intelligent applications that respond dynamically to user input and queries.,https://smithery.ai/server/@ma3u/mcp-dust-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Gemini Context MCP Server,"Leverage Gemini's extensive context capabilities to manage and cache large conversational contexts efficiently. Maintain session-based conversations with automatic context tracking and cleanup, while optimizing costs through intelligent caching strategies.",https://smithery.ai/server/@ogoldberg/gemini-context-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Linear Integration Server,"Integrate your AI models with Linear for seamless issue tracking and project management. Create, search, and manage issues effortlessly while enhancing your workflow. Streamline your project management tasks with powerful tools at your fingertips.",https://smithery.ai/server/@MadeByNando/MCP-linear-Server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,RunwayML + Luma AI Server,"Generate stunning videos and images from text prompts or existing images using advanced AI models. Enhance your creative projects with audio, upscaling, and prompt refinement capabilities. Streamline your workflow with easy management of AI-generated content.",https://smithery.ai/server/@wheattoast11/mcp-video-gen,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Remote MCP Server,Set up a remote server to enable seamless integration with Large Language Models. Connect your applications securely and efficiently using OAuth for authentication. Easily deploy on Cloudflare Workers and interact with your MCP server from various clients.,https://smithery.ai/server/@Laity624/my-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Gemini Thinking Server,"Leverage advanced analytical thinking capabilities to break down complex problems and generate thoughtful responses. Enhance your problem-solving process with insights, confidence levels, and alternative approaches, all while maintaining session persistence for ongoing analysis.",https://smithery.ai/server/@palolxx/geminithink,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,PyMCPAutoGUI,"Empower your AI agents to automate GUI tasks effortlessly! Control the mouse, keyboard, and interact with desktop applications just like a human. Streamline repetitive actions and enhance your productivity with seamless integration into MCP-compatible environments.",https://smithery.ai/server/@kitfactory/PyMCPAutoGUI,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,ThingsPanel MCP Server,"Integrate your IoT devices with AI models seamlessly. Enable natural language control, data analysis, and intelligent automation for your IoT solutions. Simplify the complexity of connecting AI to your IoT infrastructure with a standardized interface.",https://smithery.ai/server/@ThingsPanel/thingspanel-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MongoDB MCP Server,Access and query your MongoDB databases effortlessly. Execute aggregation pipelines and inspect collection schemas to gain insights from your data. Enhance your LLM applications with powerful database capabilities without compromising security.,https://smithery.ai/server/@mongodb-developer/mongodb-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Atlassian Integration,"An MCP server for accessing Atlassian Cloud products (Confluence and Jira) for secure, contextual AI interactions.",https://smithery.ai/server/mcp-atlassian,Remote,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,BrowserTools,"Enhance your AI applications by enabling them to monitor and interact with browser data seamlessly. Capture console logs, network activity, and screenshots directly from your browser to empower your AI tools. Experience a secure, local solution that keeps your data private while providing powerful insights.",https://smithery.ai/server/@chikingsley/browser-tools-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Make MCP Server,Establish seamless automation between Make and Claude Desktop. Integrate your workflows effortlessly using the Model Context Protocol to enhance your automation capabilities.,https://smithery.ai/server/@3rzy/make-mcp-integration-issue,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AWS Cost Explorer,Analyze and visualize your AWS cloud spending data effortlessly. Use natural language queries to interact with your cost data and gain insights into your AWS expenses. Get detailed breakdowns and reports on your spending across various AWS services.,https://smithery.ai/server/@aarora79/aws-cost-explorer-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Bluesky Context Server,Enable MCP clients to query Bluesky instances.,https://smithery.ai/server/@laulauland/bluesky-context-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Gemini MCP,Connect to Google's Gemini AI models seamlessly. Utilize advanced sequential thinking capabilities to enhance your applications and workflows. Easily deploy and integrate with any MCP client for powerful AI interactions.,https://smithery.ai/server/@palolxx/geminimcpa,Remote,
