Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,Memos MCP 服务器,连接到你的 Memos 实例，安全地通过 AI 助手与备忘录交互。利用强大的工具进行搜索、创建、更新和管理备忘录，提升你的工作效率。,连接到你的 메모 实例，안전지통 AI助手与备忘录交互.利与备忘录交互.,https://smithery.ai/server/@yuzhi-jiang/memos-cmp,Remote,
,Olostep MCP Server,"Enable your AI assistants to scrape web content and extract valuable information effortlessly. Utilize powerful tools to retrieve webpage content, map websites, and access structured Google search results. Enhance your AI's capabilities with seamless web interaction.","AI 어시스턴트가 웹 콘텐츠를 스크래핑하고 귀중한 정보를 손쉽게 추출할 수 있도록 하세요. 강력한 도구를 활용하여 웹페이지 콘텐츠를 검색하고, 웹사이트를 매핑하고, 구조화된 Google 검색 결과에 액세스하세요. 원활한 웹 상호 작용으로 AI의 역량을 강화하세요.",https://smithery.ai/server/@olostep/olostep-mcp-server,Remote,
,Volatility MCP Server,"Analyze memory dumps using natural language queries to simplify forensic investigations. This tool reduces the technical expertise required for memory forensics, accelerating the analysis process and helping to clear case backlogs. Empower forensic experts with automated insights and faster results for improved cybersecurity response.",자연어 쿼리를 사용하여 메모리 덤프를 분석하여 포렌식 조사를 간소화합니다. 이 도구는 메모리 포렌식에 필요한 기술적 전문성을 줄여 분석 프로세스를 가속화하고 사건 백로그를 정리하는 데 도움이 됩니다. 자동화된 통찰력과 더 빠른 결과로 포렌식 전문가에게 권한을 부여하여 사이버 보안 대응을 개선합니다.,https://smithery.ai/server/@bornpresident/volatility-mcp-server,Remote,
,Plausible Analytics Server,Query your analytics data effortlessly. Generate insightful reports and daily overviews from your Plausible account with ease. Enhance your AI models' capabilities by integrating real-time analytics data.,분석 데이터를 손쉽게 쿼리하세요. Plausible 계정에서 통찰력 있는 보고서와 일일 개요를 손쉽게 생성하세요. 실시간 분석 데이터를 통합하여 AI 모델의 역량을 강화하세요.,https://smithery.ai/server/@AVIMBU/plausible-mcp-server,Remote,
,MCP Server for Continue,"Expose customizable prompt templates, resources, and tools to enhance your development workflow. Utilize a conversational LLM to refine ideas, generate tests, and create detailed project blueprints. Streamline your coding process with integrated web search and documentation resources.","사용자 정의 가능한 프롬프트 템플릿, 리소스 및 도구를 노출하여 개발 워크플로를 강화합니다. 대화형 LLM을 활용하여 아이디어를 다듬고, 테스트를 생성하고, 자세한 프로젝트 청사진을 만듭니다. 통합된 웹 검색 및 문서 리소스를 사용하여 코딩 프로세스를 간소화합니다.",https://smithery.ai/server/@alexsmirnov/mcp-server-continue,Remote,
,Asset Price MCP,"Retrieve and display real-time asset price information effortlessly. Access current prices for various assets, including precious metals and cryptocurrencies, to enhance your applications. Simplify data retrieval for large language models with this dedicated service.",실시간 자산 가격 정보를 손쉽게 검색하고 표시합니다. 귀금속 및 암호화폐를 포함한 다양한 자산의 현재 가격에 액세스하여 애플리케이션을 강화합니다. 이 전담 서비스로 대규모 언어 모델에 대한 데이터 검색을 간소화합니다.,https://smithery.ai/server/@mk965/asset-price-mcp,Remote,
,Atlassian Jira Integration Server,"Connect your AI systems to Atlassian Jira effortlessly. Retrieve and manage Jira projects and issues directly from your AI assistant, enhancing productivity and streamlining workflows.",AI 시스템을 Atlassian Jira에 손쉽게 연결하세요. AI 어시스턴트에서 Jira 프로젝트와 이슈를 직접 검색하고 관리하여 생산성을 높이고 워크플로를 간소화하세요.,https://smithery.ai/server/@aashari/mcp-server-atlassian-jira,Remote,
,HackMD MCP Server,"Interact with your HackMD notes and teams seamlessly. Manage your notes, view reading history, and collaborate with team members using AI assistants. Simplify your note-taking experience with powerful API integrations.","HackMD 노트와 팀과 원활하게 상호 작용하세요. AI 어시스턴트를 사용하여 노트를 관리하고, 독서 기록을 보고, 팀원과 협업하세요. 강력한 API 통합으로 노트 작성 경험을 간소화하세요.",https://smithery.ai/server/@yuna0x0/hackmd-mcp,Remote,
,Desktop TXT File Manager,"Manage your desktop TXT files effortlessly. Count, list, and create TXT files with user-friendly interactions. Simplify your file management tasks on your desktop with this intuitive tool.","데스크톱 TXT 파일을 손쉽게 관리하세요. 사용자 친화적인 상호작용으로 TXT 파일을 계산, 나열, 생성하세요. 이 직관적인 도구로 데스크톱에서 파일 관리 작업을 간소화하세요.",https://smithery.ai/server/@YingHe-1/yhfirstmcpserver,Remote,
,Weather MCP Server,"Provide real-time weather information and alerts for any US location. Get detailed forecasts and alerts through a simple API, enhancing your AI agents with up-to-date weather data. Leverage the National Weather Service API for accurate and timely weather insights.",모든 미국 지역에 대한 실시간 날씨 정보와 알림을 제공합니다. 간단한 API를 통해 자세한 예보와 알림을 받아 최신 날씨 데이터로 AI 에이전트를 강화합니다. 정확하고 시기적절한 날씨 통찰력을 위해 National Weather Service API를 활용하세요.,https://smithery.ai/server/@akaramanapp/weather-mcp-server,Remote,
,Chaitin IP Intelligence,Check IP reputations and subscribe to comprehensive malicious IP databases. Leverage real-time data from a global honeypot network to enhance your threat detection capabilities.,IP 평판을 확인하고 포괄적인 악성 IP 데이터베이스를 구독하세요. 글로벌 허니팟 네트워크의 실시간 데이터를 활용하여 위협 탐지 기능을 강화하세요.,https://smithery.ai/server/@co0ontty/chaitin-ip-intelligence-search-tool,Remote,
,Rock Paper Scissors,Play rock paper scissors with Josh Mayer. (very hard),조쉬 마이어와 가위바위보를 두세요. (아주 어려움),https://smithery.ai/server/@JoshMayerr/rps-mcp,Remote,
,Weather MCP Server,"Retrieve real-time weather data effortlessly. Get detailed weather information including temperature, humidity, and wind speed using the OpenWeatherMap API. Enhance your applications with accurate weather insights in metric units.","실시간 날씨 데이터를 손쉽게 검색하세요. OpenWeatherMap API를 사용하여 온도, 습도, 풍속을 포함한 자세한 날씨 정보를 얻으세요. 미터법 단위로 정확한 날씨 통찰력으로 애플리케이션을 강화하세요.",https://smithery.ai/server/@CodeByWaqas/weather-mcp-server,Remote,
,EcoGo-AI,"Search for and book flights seamlessly with our integrated MCP server. Retrieve booking details and ticket information effortlessly, ensuring a smooth travel experience. Leverage our API integration for reliable flight data and booking management.",통합 MCP 서버로 항공편을 원활하게 검색하고 예약하세요. 예약 세부 정보와 티켓 정보를 손쉽게 검색하여 원활한 여행 경험을 보장하세요. 신뢰할 수 있는 항공편 데이터와 예약 관리를 위해 API 통합을 활용하세요.,https://smithery.ai/server/@alisajil/ecogotravel,Local,
,Grok AI MCP Server,"Analyze Solana blockchain transactions and addresses, process images, and answer general queries with advanced AI capabilities. Leverage Grok's vision and contextual understanding to gain insights and enhance your blockchain experience.","고급 AI 기능으로 Solana 블록체인 거래 및 주소를 분석하고, 이미지를 처리하고, 일반적인 질의에 답하세요. Grok의 비전과 맥락적 이해를 활용하여 통찰력을 얻고 블록체인 경험을 향상하세요.",https://smithery.ai/server/@8bitsats/grok_mcp,Remote,
,Sample MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources.,애플리케이션을 실제 데이터 및 도구와 원활하게 통합합니다. 언어 모델이 외부 리소스와 상호 작용하고 동적으로 작업을 수행할 수 있도록 하여 워크플로를 개선합니다. LLM과 다양한 데이터 소스를 연결하는 표준화되고 안전한 방법을 경험하세요.,https://smithery.ai/server/@mostafamos/mcp_sample,Remote,
,Car Listings,Manage and retrieve car listings efficiently. Streamline your vehicle inventory management and enhance user experience with quick access to detailed car information.,자동차 목록을 효율적으로 관리하고 검색합니다. 차량 재고 관리를 간소화하고 자세한 자동차 정보에 빠르게 액세스하여 사용자 경험을 향상합니다.,https://smithery.ai/server/@nicolasdickenmann/car-listings-mcp,Remote,
,Pump.fun MCP Server,"Enable your AI assistants to interact with the Pump.fun platform on Solana. Create, buy, and sell tokens seamlessly while managing your Solana accounts securely. Leverage the power of AI to enhance your token transactions and account management.","AI 어시스턴트가 Solana에서 Pump.fun 플랫폼과 상호 작용할 수 있도록 하세요. Solana 계정을 안전하게 관리하면서 토큰을 원활하게 생성, 매수, 판매하세요. AI의 힘을 활용하여 토큰 거래와 계정 관리를 강화하세요.",https://smithery.ai/server/@noahgsolomon/pumpfun-mcp-server,Local,
,MCP Study,"Explore and integrate various functionalities of the Model Context Protocol. Enhance your applications by leveraging tools, resources, and prompts seamlessly. Experience a structured approach to connecting language models with real-world data and actions.","모델 컨텍스트 프로토콜의 다양한 기능을 탐색하고 통합합니다. 도구, 리소스 및 프롬프트를 원활하게 활용하여 애플리케이션을 강화합니다. 언어 모델을 실제 데이터 및 작업과 연결하는 구조화된 접근 방식을 경험합니다.",https://smithery.ai/server/@jpedrosouza/mcp-study,Remote,
,Dictionary Server,Retrieve word meanings seamlessly from the Cambridge Dictionary. Enhance your AI assistants with robust dictionary query tools through the MCP protocol. Integrate effortlessly into your command line for quick access to definitions and examples.,Cambridge Dictionary에서 단어의 의미를 매끄럽게 검색합니다. MCP 프로토콜을 통해 강력한 사전 쿼리 도구로 AI 어시스턴트를 강화합니다. 정의와 예에 빠르게 액세스할 수 있도록 명령줄에 손쉽게 통합합니다.,https://smithery.ai/server/@meowrain/mcp-server-cambridge-dict,Remote,
,Wongames MCP,Enhance your applications with dynamic context integration. Access and manipulate real-world data and tools seamlessly to enrich user interactions and functionalities.,동적 컨텍스트 통합으로 애플리케이션을 강화하세요. 실제 데이터와 도구에 원활하게 액세스하고 조작하여 사용자 상호작용과 기능을 풍부하게 하세요.,https://smithery.ai/server/@saymondamasio/wongames-mcp,Remote,
,ALAPI MCP Server,Integrate ALAPI's powerful APIs directly into your applications using the MCP protocol. Access a variety of services like video parsing and weather queries seamlessly. Enhance your projects with easy-to-use API calls and standardized responses.,MCP 프로토콜을 사용하여 ALAPI의 강력한 API를 애플리케이션에 직접 통합합니다. 비디오 파싱 및 날씨 쿼리와 같은 다양한 서비스에 원활하게 액세스합니다. 사용하기 쉬운 API 호출 및 표준화된 응답으로 프로젝트를 강화합니다.,https://smithery.ai/server/@ALAPI-SDK/mcp-alapi-cn,Remote,
,Google Cloud Services Integration,"Connect to Google Cloud services to query logs, execute SQL queries, retrieve metrics, and analyze traces. Enhance your debugging and monitoring capabilities with natural language support for seamless interaction with your cloud resources.","Google Cloud 서비스에 연결하여 로그를 쿼리하고, SQL 쿼리를 실행하고, 메트릭을 검색하고, 추적을 분석합니다. 자연어 지원으로 디버깅 및 모니터링 기능을 강화하여 클라우드 리소스와 원활하게 상호 작용합니다.",https://smithery.ai/server/@krzko/google-cloud-mcp,Local,
,FlightRadar,"Access real-time flight tracking and status information effortlessly. Get detailed flight data, search for flights by various criteria, and receive human-readable status summaries with ease.","실시간 항공편 추적 및 상태 정보에 손쉽게 액세스하세요. 자세한 항공편 데이터를 얻고, 다양한 기준으로 항공편을 검색하고, 사람이 읽을 수 있는 상태 요약을 쉽게 받으세요.",https://smithery.ai/server/@Cyreslab-AI/flightradar-mcp-server,Remote,
,Raccoon AI MCP Server,"Raccoon AI's Model Context Protocol (MCP) server that enables leveraging the LAM API for web browsing, data extraction, and complex web tasks automation.","Raccoon AI의 모델 컨텍스트 프로토콜(MCP) 서버는 LAM API를 활용하여 웹 브라우징, 데이터 추출, 복잡한 웹 작업 자동화를 구현할 수 있도록 해줍니다.",https://smithery.ai/server/@raccoonaihq/raccoonai-mcp-server,Remote,
,Swift,"Transform legacy systems into competitive advantages by deploying faster and reducing incidents. Modernize incrementally without risky rewrites or expensive consultants, cutting legacy system incidents by 60%. Experience zero-disruption implementation and accelerate deployment cycles from weeks to days.",더 빠르게 배포하고 인시던트를 줄임으로써 레거시 시스템을 경쟁 우위로 전환합니다. 위험한 재작성이나 값비싼 컨설턴트 없이 점진적으로 현대화하여 레거시 시스템 인시던트를 60% 줄입니다. 중단 없는 구현을 경험하고 배포 주기를 몇 주에서 며칠로 단축합니다.,https://smithery.ai/server/@lumix-labs/swift,Remote,
,Manifold Markets MCP Server,"Interact with prediction markets seamlessly. Create, manage, and trade in markets while leveraging collective intelligence features for enhanced decision-making.","예측 시장과 원활하게 상호 작용합니다. 향상된 의사 결정을 위해 집단 지능 기능을 활용하면서 시장을 만들고, 관리하고, 거래합니다.",https://smithery.ai/server/@bmorphism/manifold-mcp-server,Remote,
,Gitee MCP Server,"Interact with Gitee's API to manage repositories, issues, and pull requests seamlessly. Automate your workflow by leveraging AI assistants to handle tasks like creating issues and pull requests efficiently. Enhance your development process with easy configuration and powerful tools for Gitee operations.","Gitee의 API와 상호 작용하여 리포지토리, 이슈, 풀 리퀘스트를 원활하게 관리하세요. AI 어시스턴트를 활용하여 이슈 생성 및 풀 리퀘스트와 같은 작업을 효율적으로 처리하여 워크플로를 자동화하세요. Gitee 운영을 위한 간편한 구성과 강력한 도구로 개발 프로세스를 강화하세요.",https://smithery.ai/server/@ropon/mcp-gitee,Remote,
,Modal MCP Toolbox,"A collection of tools that run on modal. Currently:  
 

 - `run_python_code_in_sandbox`  
 - `generate_flux_image`","모달에서 실행되는 도구 모음입니다. 현재: 

- `run_python_code_in_sandbox` 
- `generate_flux_image`",https://smithery.ai/server/@philipp-eisen/modal-mcp-toolbox,Remote,
,Flomo Notes Server,Create and organize your notes in Flomo directly through AI chat interactions. Use natural language commands to seamlessly save your thoughts and ideas. Enhance your productivity by integrating note-taking with AI assistance.,AI 채팅 상호작용을 통해 Flomo에서 직접 노트를 만들고 정리하세요. 자연어 명령을 사용하여 생각과 아이디어를 원활하게 저장하세요. 노트 작성을 AI 지원과 통합하여 생산성을 높이세요.,https://smithery.ai/server/@xianminx/mcp-server-flomo,Remote,
,Sentry Issue Analyzer,"Retrieve and analyze issues from your Sentry account effortlessly. Inspect error reports, stack traces, and debugging information to enhance your application's reliability. Streamline your debugging process with easy access to detailed issue insights.","Sentry 계정에서 문제를 손쉽게 검색하고 분석하세요. 오류 보고서, 스택 추적 및 디버깅 정보를 검사하여 애플리케이션의 안정성을 향상하세요. 자세한 문제 통찰력에 쉽게 액세스하여 디버깅 프로세스를 간소화하세요.",https://smithery.ai/server/@javaDer/mcp-sentry-custom,Remote,
,CockroachDB MCP Server,"Connect directly to your CockroachDB database and execute SQL queries seamlessly. Retrieve table structures, manage connections, and utilize SQL query templates to enhance your database interactions. Experience automatic reconnection and detailed logging for troubleshooting.","CockroachDB 데이터베이스에 직접 연결하고 SQL 쿼리를 원활하게 실행하세요. 테이블 구조를 검색하고, 연결을 관리하고, SQL 쿼리 템플릿을 활용하여 데이터베이스 상호 작용을 향상하세요. 문제 해결을 위한 자동 재연결 및 자세한 로깅을 경험하세요.",https://smithery.ai/server/@Swayingleaves/cockroachdb-mcp-server,Local,
,Knowledge Graph Memory Server,"Manage and enhance your interactions with a robust knowledge graph. Capture, store, and retrieve contextual information seamlessly using PouchDB for improved data consistency and performance. Organize your memory data by project-specific paths for better management and retrieval.","강력한 지식 그래프로 상호작용을 관리하고 향상시키세요. PouchDB를 사용하여 컨텍스트 정보를 원활하게 캡처, 저장 및 검색하여 데이터 일관성과 성능을 개선하세요. 더 나은 관리와 검색을 위해 프로젝트별 경로로 메모리 데이터를 구성하세요.",https://smithery.ai/server/@bneil/mcp-memory-pouchdb,Remote,
,Anki MCP Server,Connect to Anki and retrieve leech-tagged cards for analysis. Enhance your study sessions by tracking reviewed cards with date-stamped tags. Integrate seamlessly with Claude Desktop for a smarter learning experience.,Anki에 연결하여 분석을 위해 리치 태그가 달린 카드를 검색합니다. 날짜가 찍힌 태그로 검토된 카드를 추적하여 공부 세션을 강화합니다. Claude Desktop과 완벽하게 통합하여 더욱 스마트한 학습 경험을 제공합니다.,https://smithery.ai/server/@captain-blue210/anki-mcp-server,Remote,
,Boilerplate MCP Server,"Build AI-connected tools effortlessly. This server boilerplate simplifies integration with Claude and other AI systems, enabling seamless access to external data and tools. Start developing your own MCP server with built-in IP lookup and CLI support.",AI 연결 도구를 손쉽게 구축하세요. 이 서버 보일러플레이트는 Claude 및 기타 AI 시스템과의 통합을 간소화하여 외부 데이터 및 도구에 원활하게 액세스할 수 있도록 합니다. 내장된 IP 조회 및 CLI 지원으로 자체 MCP 서버를 개발하기 시작하세요.,https://smithery.ai/server/@aashari/boilerplate-mcp-server,Remote,
,Omi MCP Server,"Interact with the Omi API to manage conversations and memories seamlessly. Retrieve, create, and manipulate user data effortlessly, enhancing your applications with rich conversational capabilities.","Omi API와 상호 작용하여 대화와 추억을 원활하게 관리하세요. 사용자 데이터를 손쉽게 검색, 생성 및 조작하여 풍부한 대화 기능으로 애플리케이션을 강화하세요.",https://smithery.ai/server/@fourcolors/omi-mcp,Remote,
,Spotify Integration,"Connect your Claude agents with Spotify to control playback, search for music, and manage your playlists seamlessly. Enhance your audio experience by utilizing powerful commands to interact with Spotify's features directly from your applications.","Claude 에이전트를 Spotify에 연결하여 재생을 제어하고, 음악을 검색하고, 플레이리스트를 원활하게 관리하세요. 강력한 명령을 활용하여 애플리케이션에서 직접 Spotify의 기능과 상호 작용하여 오디오 경험을 향상하세요.",https://smithery.ai/server/@g2dgaming/spotify-mcp,Remote,
,Atris,"Access the Audius music platform through natural language queries. Discover tracks, manage playlists, and engage with artists seamlessly using LLMs. Enhance your music experience with powerful tools for content creation and monetization.","자연어 쿼리를 통해 Audius 음악 플랫폼에 액세스하세요. LLM을 사용하여 트랙을 발견하고, 플레이리스트를 관리하고, 아티스트와 원활하게 소통하세요. 콘텐츠 생성 및 수익 창출을 위한 강력한 도구로 음악 경험을 향상하세요.",https://smithery.ai/server/@glassBead-tc/audius-mcp-atris,Remote,
,Aiven MCP Server,"Access Aiven services like PostgreSQL, Kafka, and OpenSearch to enable LLMs to build full stack solutions for various use cases. Integrate seamlessly with your Aiven projects and services to enhance your applications. Simplify your development process with powerful tools for managing your Aiven resources.","PostgreSQL, Kafka, OpenSearch와 같은 Aiven 서비스에 액세스하여 LLM이 다양한 사용 사례에 대한 풀 스택 솔루션을 구축할 수 있도록 합니다. Aiven 프로젝트 및 서비스와 원활하게 통합하여 애플리케이션을 강화합니다. Aiven 리소스를 관리하기 위한 강력한 도구로 개발 프로세스를 간소화합니다.",https://smithery.ai/server/@Aiven-Open/mcp-aiven,Remote,
,MCP Server Example,Build a functional server that integrates with various LLM clients. Connect your AI models to different data sources and tools seamlessly. Enhance your applications with standardized capabilities for better data access and manipulation.,다양한 LLM 클라이언트와 통합되는 기능적 서버를 구축합니다. AI 모델을 다양한 데이터 소스 및 도구에 원활하게 연결합니다. 더 나은 데이터 액세스 및 조작을 위해 표준화된 기능으로 애플리케이션을 강화합니다.,https://smithery.ai/server/@alejandro-ao/mcp-server-example,Remote,
,MCP Server Test,Test the capabilities of the Model Context Protocol server. Easily integrate and experiment with LLMs and external data sources in a controlled environment.,모델 컨텍스트 프로토콜 서버의 기능을 테스트합니다. 제어된 환경에서 LLM 및 외부 데이터 소스를 쉽게 통합하고 실험합니다.,https://smithery.ai/server/@barlanyado/mcp-server-test1,Remote,
,Solana RPC Server,"Interact with the Solana blockchain effortlessly. Retrieve account balances, transfer SOL, and access detailed account information with simple RPC calls. Enhance your blockchain applications with seamless integration to Solana's network.","Solana 블록체인과 손쉽게 상호 작용하세요. 간단한 RPC 호출로 계정 잔액을 검색하고, SOL을 이체하고, 자세한 계정 정보에 액세스하세요. Solana 네트워크와의 원활한 통합으로 블록체인 애플리케이션을 강화하세요.",https://smithery.ai/server/@akc2267/solana-mcp-server,Remote,
,Alphavantage MCP Server,Access real-time and historical stock market data effortlessly. Integrate stock market insights into your applications using the Alphavantage API with this MCP server. Get started quickly by configuring your API key and running the server to fetch market data.,실시간 및 과거 주식 시장 데이터에 손쉽게 액세스하세요. 이 MCP 서버와 함께 Alphavantage API를 사용하여 주식 시장 통찰력을 애플리케이션에 통합하세요. API 키를 구성하고 서버를 실행하여 시장 데이터를 가져오면 빠르게 시작할 수 있습니다.,https://smithery.ai/server/@calvernaz/alphavantage,Remote,
,Wait Timer Server,"Introduce deliberate pauses in your workflows to ensure time-dependent operations complete successfully. Use the `wait` tool to instruct your MCP client to pause for a specified duration, preventing premature execution of subsequent steps. Perfect for web automation, command line operations, and API interactions.","시간에 따라 달라지는 작업이 성공적으로 완료되도록 워크플로에 의도적인 일시 중지를 도입합니다. `wait` 도구를 사용하여 MCP 클라이언트에 지정된 기간 동안 일시 중지하도록 지시하여 후속 단계의 조기 실행을 방지합니다. 웹 자동화, 명령줄 작업 및 API 상호 작용에 적합합니다.",https://smithery.ai/server/@199-bio/mcp-wait-timer,Remote,
,hh-jira-mcp-server,Connect your Jira account to enhance your workflow with real-time data access and manipulation. Streamline project management by integrating Jira tasks directly into your applications. Experience seamless interaction with your Jira environment through a powerful MCP server.,Jira 계정을 연결하여 실시간 데이터 액세스 및 조작으로 워크플로를 강화하세요. Jira 작업을 애플리케이션에 직접 통합하여 프로젝트 관리를 간소화하세요. 강력한 MCP 서버를 통해 Jira 환경과 원활한 상호 작용을 경험하세요.,https://smithery.ai/server/@alexeydubinin/hh-jira-mcp-server,Remote,
,Cloudflare to GitHub Backup,Automate the backup of your Cloudflare projects to a GitHub repository. Ensure your projects are securely stored and easily retrievable with this seamless integration. Start safeguarding your Cloudflare data today with minimal setup required.,Cloudflare 프로젝트를 GitHub 저장소에 자동으로 백업하세요. 이 원활한 통합으로 프로젝트를 안전하게 저장하고 쉽게 검색할 수 있도록 하세요. 최소한의 설정으로 오늘 Cloudflare 데이터를 보호하세요.,https://smithery.ai/server/@DynamicEndpoints/cloudflare-github-backup-mcp,Remote,
,AgentMail Toolkit,Enhance your applications with powerful email automation capabilities. Streamline communication and manage email workflows effortlessly with our intuitive toolkit. Integrate seamlessly to boost productivity and user engagement.,강력한 이메일 자동화 기능으로 애플리케이션을 강화하세요. 직관적인 툴킷으로 커뮤니케이션을 간소화하고 이메일 워크플로를 손쉽게 관리하세요. 원활하게 통합하여 생산성과 사용자 참여를 높이세요.,https://smithery.ai/server/@agentmail-to/agentmail-toolkit,Remote,
,GitHub Trending,"Access trending repositories and developers on GitHub effortlessly. Filter results by programming language, time period, and spoken language to find the most relevant data for your needs.","GitHub에서 트렌드 저장소와 개발자에 손쉽게 접근하세요. 프로그래밍 언어, 기간, 구어체로 결과를 필터링하여 필요에 가장 적합한 데이터를 찾으세요.",https://smithery.ai/server/@hetaoBackend/github-trending-mcp-server,Remote,
,API.Market MCP Server (40 tools),Connect with 40+ APIs and AI models from API.market through a single powerful MCP server.,단일 강력한 MCP 서버를 통해 API.market의 40개 이상의 API와 AI 모델에 연결하세요.,https://smithery.ai/server/@Noveum/api-market-mcp-server,Remote,
,Pocket Connector,Fetch and manage your Pocket articles through Claude.,Claude를 통해 Pocket 기사를 가져와 관리해 보세요.,https://smithery.ai/server/@kazuph/mcp-pocket,Remote,
,Bruno MCP Server,"Run API tests seamlessly with Bruno collections. Get detailed execution results and insights through a standardized interface, enhancing your testing workflow. Simplify your API testing process and ensure reliability with comprehensive test summaries and failure details.",Bruno 컬렉션으로 API 테스트를 원활하게 실행하세요. 표준화된 인터페이스를 통해 자세한 실행 결과와 통찰력을 얻어 테스트 워크플로를 개선하세요. 포괄적인 테스트 요약과 실패 세부 정보로 API 테스트 프로세스를 간소화하고 안정성을 보장하세요.,https://smithery.ai/server/@hungthai1401/bruno-mcp,Local,
,Neo4j Aura Database Manager,"Manage your Neo4j Aura database instances effortlessly. Create, monitor, and maintain your graph database infrastructure directly through Claude, streamlining your database management tasks.","Neo4j Aura 데이터베이스 인스턴스를 손쉽게 관리하세요. Claude를 통해 직접 그래프 데이터베이스 인프라를 만들고, 모니터링하고, 유지 관리하여 데이터베이스 관리 작업을 간소화하세요.",https://smithery.ai/server/@neo4j-contrib/mcp-neo4j-cloud-aura-api,Remote,
,Chakra MCP Server,"Interact with your database using natural language queries and manage your data effortlessly. Create, update, and delete tables while leveraging subscribed data shares for real-time insights. Simplify your data interactions and enhance your productivity with intuitive commands.","자연어 쿼리를 사용하여 데이터베이스와 상호 작용하고 데이터를 손쉽게 관리하세요. 구독된 데이터 공유를 활용하여 실시간 통찰력을 얻으면서 테이블을 만들고, 업데이트하고, 삭제하세요. 직관적인 명령으로 데이터 상호 작용을 간소화하고 생산성을 향상하세요.",https://smithery.ai/server/@Chakra-Network/chakra,Remote,
,Tembo Cloud API,Provide a standardized interface for integrating with the Tembo Cloud platform.,Tembo Cloud 플랫폼과 통합하기 위한 표준화된 인터페이스를 제공합니다.,https://smithery.ai/server/@tembo-io/mcp-server-tembo,Remote,
,DICOM Model Context Protocol Server,Enable AI assistants to interact with DICOM servers for querying patient information and analyzing medical imaging metadata. Extract text from encapsulated PDF documents in DICOM format to enhance clinical report analysis. Streamline medical data access and improve healthcare workflows with standardized DICOM networking protocols.,AI 어시스턴트가 환자 정보를 쿼리하고 의료 영상 메타데이터를 분석하기 위해 DICOM 서버와 상호 작용할 수 있도록 합니다. DICOM 형식의 캡슐화된 PDF 문서에서 텍스트를 추출하여 임상 보고서 분석을 강화합니다. 표준화된 DICOM 네트워킹 프로토콜로 의료 데이터 액세스를 간소화하고 의료 워크플로를 개선합니다.,https://smithery.ai/server/@ChristianHinge/dicom-mcp,Remote,
,DevHub CMS Integration,"Manage your content seamlessly within the DevHub CMS system. Utilize powerful tools to create, update, and retrieve blog posts and media, all through a simple interface. Enhance your content management experience with the capabilities of Large Language Models without direct API integration.","DevHub CMS 시스템 내에서 콘텐츠를 원활하게 관리하세요. 강력한 도구를 활용하여 간단한 인터페이스를 통해 블로그 게시물과 미디어를 만들고, 업데이트하고, 검색하세요. 직접 API 통합 없이도 Large Language Models의 기능으로 콘텐츠 관리 경험을 향상하세요.",https://smithery.ai/server/@devhub/devhub-cms-mcp,Remote,
,Safe MCP Server,"Interact with Safe smart contract wallets to query transactions, retrieve multisig details, and decode transaction data. Simplify your operations with seamless integration to the Safe API, allowing for efficient management of your digital assets.","안전한 스마트 계약 지갑과 상호 작용하여 거래를 쿼리하고, 멀티시그 세부 정보를 검색하고, 거래 데이터를 디코딩합니다. Safe API에 원활하게 통합하여 운영을 간소화하고, 디지털 자산을 효율적으로 관리할 수 있습니다.",https://smithery.ai/server/@5ajaki/safe-mcp-server,Remote,
,Jupiter Swap API Server,"Enable Claude to interact with the Jupiter swap API on the Solana blockchain. Get quotes, build, and send swap transactions seamlessly. Enhance your trading experience with direct access to token swaps.","Claude가 Solana 블록체인에서 Jupiter 스왑 API와 상호 작용할 수 있도록 합니다. 견적을 받고, 스왑 거래를 원활하게 구축하고, 전송합니다. 토큰 스왑에 직접 액세스하여 거래 경험을 향상합니다.",https://smithery.ai/server/@dcSpark/mcp-server-jupiter,Remote,
,Chargebee MCP Server,"Enhance your development experience by integrating Chargebee's API services and documentation directly into your coding environment. Get instant answers, context-aware code snippets, and access to Chargebee's knowledge base to streamline your integration process. Perfect for developers using AI-powered code editors and tools.","Chargebee의 API 서비스와 문서를 코딩 환경에 직접 통합하여 개발 경험을 향상시키세요. 즉각적인 답변, 컨텍스트 인식 코드 스니펫, Chargebee의 지식 기반에 대한 액세스를 통해 통합 프로세스를 간소화하세요. AI 기반 코드 편집기와 도구를 사용하는 개발자에게 완벽합니다.",https://smithery.ai/server/@chargebee/agentkit,Remote,
,Azure Data Explorer Server,Access your Azure Data Explorer clusters and databases through standardized interfaces. Execute KQL queries and explore your data seamlessly with AI assistants. Enhance your data interaction capabilities with interactive tools and authentication support.,표준화된 인터페이스를 통해 Azure Data Explorer 클러스터와 데이터베이스에 액세스하세요. AI 어시스턴트로 KQL 쿼리를 실행하고 데이터를 원활하게 탐색하세요. 대화형 도구와 인증 지원으로 데이터 상호 작용 기능을 강화하세요.,https://smithery.ai/server/@pab1it0/adx,Remote,
